Client_ID,Age,Gender,Education,Income,Loan_Amount,Loan_Purpose,Credit_Score,Interest_Rate,Loan_Term_Years,Employment_Type,Default_Status
20356,29,Male,Post Graduate,135066,554492,Education,757,12.92,7,Self-Employed,0
20357,63,Female,Under Graduate,110328,724579,Personal,540,25.97,5,Salaried,0
20358,59,Male,Graduate,178544,549771,Home,694,19.74,5,Self-Employed,0
20359,49,Male,Graduate,42442,1149762,Car,417,21.51,7,Salaried,0
20360,62,Male,Graduate,43802,317221,Home,761,19.14,3,Business,0
20361,46,Female,Under Graduate,32721,555581,Business,778,10.5,15,Salaried,0
20362,55,Male,Under Graduate,55757,722520,Home,436,24.72,10,Salaried,0
20363,45,Female,Graduate,179304,615294,Personal,540,11.67,3,Salaried,0
20364,44,Male,Graduate,177154,240034,Home,426,13.84,5,Salaried,1
20365,33,Male,Under Graduate,111402,179677,Home,782,21.39,3,Salaried,0
20366,27,Female,Post Graduate,21939,1165776,Business,653,9.87,1,Salaried,0
20367,56,Female,Under Graduate,139382,324376,Home,534,26.67,7,Salaried,0
20368,40,Female,Graduate,51989,285696,Business,637,10.48,3,Self-Employed,0
20369,21,Female,Graduate,150404,356107,Personal,713,21.34,5,Salaried,0
20370,28,Male,Post Graduate,93251,696185,Home,430,20.7,7,Salaried,0
20371,36,Female,Graduate,34454,794571,Car,360,21.96,3,Salaried,0
20372,34,Female,Graduate,152449,991918,Business,790,16.67,10,Business,0
20373,32,Female,Graduate,55523,315197,Education,558,15.65,3,Salaried,0
20374,43,Male,Graduate,50807,557938,Personal,698,27.55,7,Salaried,1
20375,35,Male,Graduate,38467,412491,Personal,586,24.34,15,Self-Employed,0
20376,48,Female,Under Graduate,57177,1189964,Personal,498,17.71,1,Salaried,1
20377,54,Female,Graduate,163359,1013034,Car,626,11.65,3,Business,0
20378,22,Female,Graduate,68667,202310,Home,391,25.81,3,Salaried,0
20379,52,Female,Under Graduate,163910,582743,Business,527,20.97,5,Salaried,1
20380,43,Male,Post Graduate,75259,921643,Business,409,10.72,7,Salaried,0
20381,42,Female,Post Graduate,56872,177742,Business,580,11.66,5,Self-Employed,0
20382,45,Male,Under Graduate,30522,404949,Personal,849,18.82,3,Salaried,0
20383,42,Female,Under Graduate,134108,337949,Business,384,18.07,7,Self-Employed,0
20384,42,Female,Under Graduate,60425,1088971,Personal,639,16.19,5,Salaried,1
20385,62,Male,Post Graduate,25478,227367,Home,497,16.54,5,Self-Employed,1
20386,26,Female,Under Graduate,113873,691992,Personal,375,11.44,5,Salaried,0
20387,35,Female,Post Graduate,71793,1119720,Personal,472,13.11,5,Salaried,0
20388,63,Female,Graduate,25025,228149,Personal,524,17.85,5,Self-Employed,0
20389,57,Female,Under Graduate,27764,211109,Personal,318,9.27,5,Salaried,0
20390,53,Male,Post Graduate,89036,689448,Personal,536,15.05,5,Salaried,0
20391,28,Female,Under Graduate,115062,867508,Personal,725,12.21,5,Salaried,0
20392,64,Female,Graduate,51521,946505,Car,392,11.49,3,Self-Employed,0
20393,64,Male,Graduate,48807,120210,Car,841,10.93,3,Self-Employed,0
20394,25,Female,Under Graduate,38013,496200,Personal,438,10.8,3,Business,0
20395,59,Male,Graduate,31311,611386,Home,639,11.21,15,Self-Employed,0
20396,24,Female,Under Graduate,100483,511660,Car,584,15.48,3,Salaried,1
20397,26,Female,Under Graduate,29041,1158806,Personal,781,10.03,5,Salaried,1
20398,52,Female,Under Graduate,91796,187404,Business,532,25.94,15,Salaried,0
20399,50,Male,Post Graduate,43306,407000,Education,532,17.96,1,Salaried,0
20400,55,Male,Post Graduate,109086,1119071,Personal,338,18.1,7,Salaried,1
20401,60,Female,Under Graduate,112151,1018054,Home,359,12.22,10,Salaried,0
20402,36,Male,Under Graduate,162499,1123515,Home,525,25.34,3,Salaried,0
20403,33,Female,Post Graduate,98359,561373,Personal,779,24.56,10,Self-Employed,0
20404,62,Male,Under Graduate,149428,429289,Education,705,8.68,7,Self-Employed,0
20405,50,Female,Post Graduate,82960,72701,Car,672,22.65,10,Business,1
20406,39,Male,Under Graduate,83741,1069492,Business,642,11.69,1,Business,0
20407,37,Female,Graduate,79000,396297,Personal,706,19.11,1,Salaried,0
20408,39,Male,Graduate,47207,950125,Car,574,25.41,3,Self-Employed,0
20409,48,Male,Post Graduate,23936,1033509,Business,321,26.68,15,Salaried,0
20410,46,Male,Graduate,71775,566407,Education,684,11.69,10,Self-Employed,1
20411,57,Male,Under Graduate,38674,500397,Personal,325,26.79,7,Self-Employed,0
20412,46,Female,Graduate,34374,438173,Personal,815,9.39,5,Salaried,1
20413,43,Female,Under Graduate,116128,210278,Home,567,26.19,3,Salaried,0
20414,29,Male,Graduate,135040,93129,Home,391,23.45,3,Salaried,1
20415,32,Female,Graduate,147401,709683,Home,592,26.28,3,Salaried,1
20416,21,Male,Graduate,129644,509740,Personal,686,15.32,10,Salaried,0
20417,21,Female,Post Graduate,166389,1018087,Home,429,26.82,7,Salaried,0
20418,54,Male,Graduate,49181,916186,Business,784,24.37,5,Self-Employed,0
20419,52,Female,Graduate,162852,1072504,Car,410,14.57,10,Self-Employed,0
20420,45,Female,Under Graduate,72994,914858,Home,727,14.78,1,Salaried,0
20421,60,Male,Graduate,40402,488323,Personal,533,15.14,1,Salaried,1
20422,21,Male,Graduate,174348,385163,Personal,336,19.78,10,Self-Employed,0
20423,36,Male,Under Graduate,92778,963464,Car,404,11.64,5,Self-Employed,0
20424,59,Male,Graduate,144889,305264,Home,638,16.67,7,Business,0
20425,25,Male,Graduate,113057,724964,Personal,489,9.35,5,Salaried,0
20426,42,Female,Graduate,21052,634087,Education,490,15.17,5,Salaried,0
20427,49,Male,Graduate,35400,136547,Personal,355,21.33,1,Self-Employed,0
20428,23,Female,Post Graduate,81980,839872,Personal,413,19.79,5,Salaried,0
20429,32,Male,Graduate,105483,573587,Home,325,14.33,1,Salaried,0
20430,46,Female,Under Graduate,45699,1051828,Personal,409,13.14,5,Salaried,0
20431,36,Female,Under Graduate,54111,603633,Personal,750,14.54,3,Business,0
20432,57,Male,Graduate,81065,695993,Home,452,9.39,3,Salaried,1
20433,42,Male,Under Graduate,142378,321645,Business,800,13.15,15,Salaried,0
20434,49,Female,Graduate,101798,1050104,Car,771,22.16,15,Business,0
20435,34,Female,Graduate,128732,993788,Personal,660,11.57,1,Business,0
20436,48,Male,Graduate,72404,175044,Home,836,10.76,15,Self-Employed,0
20437,25,Female,Graduate,80736,228942,Personal,492,24.92,10,Salaried,1
20438,50,Female,Post Graduate,145210,1145675,Car,666,12.73,5,Business,0
20439,25,Female,Graduate,43942,274418,Home,462,13.02,5,Self-Employed,1
20440,32,Female,Under Graduate,170073,1102433,Personal,571,17.26,5,Salaried,0
20441,36,Female,Under Graduate,48696,390111,Home,843,17.44,7,Business,1
20442,46,Female,Graduate,42319,781357,Business,538,11.72,3,Self-Employed,0
20443,46,Male,Under Graduate,57123,312924,Home,688,19.12,1,Salaried,0
20444,41,Male,Under Graduate,169383,67013,Business,309,21.91,15,Salaried,0
20445,59,Male,Graduate,178192,1104240,Home,627,17.69,10,Self-Employed,1
20446,56,Male,Graduate,42642,811285,Education,644,25.91,5,Business,0
20447,53,Female,Post Graduate,90083,983685,Education,695,27.83,1,Business,1
20448,50,Male,Post Graduate,125219,814933,Education,389,18.57,15,Salaried,0
20449,57,Female,Post Graduate,105639,148083,Car,751,27.45,1,Business,1
20450,43,Female,Graduate,95279,265422,Business,746,20.93,1,Salaried,1
20451,30,Male,Post Graduate,132033,1093925,Business,709,18.58,3,Self-Employed,0
20452,25,Male,Post Graduate,43407,1189167,Personal,743,25.4,10,Salaried,1
20453,56,Female,Post Graduate,24445,559973,Car,698,27.33,10,Self-Employed,0
20454,54,Male,Graduate,133443,329088,Car,304,27.98,7,Salaried,1
20455,51,Male,Post Graduate,137606,1163509,Personal,395,23.18,5,Business,0
20456,30,Female,Graduate,136801,768215,Personal,823,17.71,1,Salaried,0
20457,39,Female,Post Graduate,152214,519603,Personal,643,13.92,5,Self-Employed,0
20458,52,Female,Under Graduate,69897,909428,Personal,788,19.16,1,Business,0
20459,21,Female,Post Graduate,108071,781847,Business,507,23.55,3,Salaried,0
20460,25,Female,Graduate,87266,1069800,Education,827,8.54,1,Salaried,0
20461,24,Female,Graduate,81466,608517,Education,606,13.35,10,Salaried,0
20462,36,Male,Under Graduate,155195,79796,Business,843,15.09,10,Salaried,0
20463,44,Male,Under Graduate,38898,907246,Home,527,23.6,5,Salaried,1
20464,36,Male,Post Graduate,136457,1033557,Education,528,20.27,15,Salaried,0
20465,22,Female,Graduate,65946,615110,Car,686,16.51,3,Salaried,0
20466,48,Female,Post Graduate,137174,426238,Home,670,26.39,15,Salaried,0
20467,52,Male,Post Graduate,94504,228075,Personal,647,18.76,1,Salaried,0
20468,47,Male,Under Graduate,159064,411448,Home,323,22.48,10,Salaried,0
20469,40,Male,Post Graduate,141132,987635,Personal,312,21.11,5,Self-Employed,1
20470,44,Female,Post Graduate,75173,992512,Personal,816,25.17,3,Business,0
20471,32,Male,Post Graduate,30125,269779,Personal,477,24.25,7,Salaried,1
20472,55,Male,Graduate,173502,463537,Education,759,27.78,7,Self-Employed,1
20473,53,Male,Under Graduate,94165,1003209,Home,674,15.58,15,Salaried,1
20474,53,Female,Post Graduate,29226,89231,Education,701,11.3,3,Business,0
20475,63,Male,Under Graduate,168292,985009,Business,588,23.2,10,Salaried,0
20476,57,Male,Post Graduate,24702,261641,Car,485,25.49,15,Salaried,0
20477,32,Female,Graduate,151713,987304,Home,802,9.09,5,Salaried,0
20478,23,Female,Post Graduate,55942,105132,Business,461,14.66,5,Business,0
20479,21,Female,Graduate,142341,683726,Home,757,24.14,5,Salaried,0
20480,53,Female,Graduate,23875,868020,Business,330,21.67,15,Salaried,0
20481,60,Female,Graduate,150140,1196404,Personal,378,23.11,7,Self-Employed,0
20482,30,Male,Under Graduate,167149,830712,Home,582,18.86,15,Business,0
20483,63,Male,Post Graduate,145797,956587,Personal,486,15.64,5,Business,0
20484,64,Female,Graduate,154684,963836,Car,838,24.23,10,Business,0
20485,49,Female,Post Graduate,92598,513302,Home,674,19.09,5,Salaried,1
20486,33,Female,Graduate,108240,284798,Home,684,18.3,3,Salaried,0
20487,32,Female,Under Graduate,86998,377889,Car,375,22.7,7,Self-Employed,1
20488,51,Male,Post Graduate,179477,439710,Home,706,11.82,10,Salaried,0
20489,22,Male,Under Graduate,97510,571085,Personal,422,19.72,1,Salaried,0
20490,55,Female,Graduate,118814,665266,Education,767,14.09,3,Salaried,0
20491,43,Female,Under Graduate,54924,414388,Home,490,8.43,15,Salaried,0
20492,37,Female,Under Graduate,153991,392459,Business,554,22.98,3,Business,0
20493,46,Female,Under Graduate,92168,1000447,Home,511,17.49,5,Self-Employed,1
20494,28,Male,Graduate,94460,253862,Home,583,26.06,5,Salaried,0
20495,49,Female,Graduate,63910,1184025,Car,579,18,3,Self-Employed,0
20496,46,Female,Post Graduate,54005,451624,Car,577,8.2,5,Salaried,0
20497,30,Male,Graduate,103400,233134,Personal,769,16.17,10,Salaried,0
20498,46,Female,Graduate,150634,230827,Personal,467,11.42,5,Business,0
20499,54,Male,Under Graduate,30657,1145084,Personal,502,26.42,10,Salaried,1
20500,61,Female,Graduate,38394,225335,Personal,395,16.92,3,Self-Employed,1
20501,27,Female,Under Graduate,92433,427893,Personal,683,18.21,3,Salaried,0
20502,24,Male,Graduate,58397,716023,Car,408,15.31,10,Salaried,0
20503,31,Female,Under Graduate,139445,130752,Home,637,18.44,3,Self-Employed,0
20504,49,Male,Post Graduate,43874,249620,Business,357,9.66,10,Business,1
20505,56,Male,Post Graduate,43670,298715,Personal,497,17.17,7,Business,0
20506,45,Male,Under Graduate,162023,1027474,Education,634,21.27,5,Business,1
20507,41,Female,Graduate,166840,823496,Personal,796,15.45,5,Business,0
20508,56,Female,Under Graduate,175535,679010,Education,617,15.85,5,Salaried,0
20509,30,Male,Post Graduate,98905,206249,Business,465,24.75,3,Business,1
20510,57,Female,Graduate,50836,198765,Car,680,18.73,3,Business,0
20511,29,Female,Under Graduate,162760,931169,Car,643,19.75,1,Salaried,1
20512,44,Female,Graduate,37202,862862,Business,703,13.94,7,Salaried,0
20513,55,Male,Under Graduate,27188,443222,Home,839,17.66,10,Salaried,0
20514,55,Male,Graduate,73326,1090571,Personal,529,9.08,7,Self-Employed,0
20515,56,Female,Under Graduate,165207,316189,Car,805,16.61,10,Salaried,0
20516,38,Male,Post Graduate,54657,916802,Personal,500,24.05,10,Self-Employed,1
20517,59,Female,Graduate,151630,451470,Home,319,11.23,10,Business,0
20518,52,Female,Post Graduate,46195,854183,Home,406,23.29,5,Salaried,0
20519,44,Female,Graduate,34443,837018,Home,768,15.48,3,Salaried,1
20520,43,Male,Graduate,43215,916598,Personal,321,8.54,5,Salaried,0
20521,52,Male,Graduate,25949,387127,Personal,504,27.06,5,Business,1
20522,57,Female,Graduate,60411,527623,Business,346,11.63,3,Salaried,1
20523,32,Male,Graduate,135877,168035,Home,324,14.7,3,Business,0
20524,33,Female,Post Graduate,88438,271141,Personal,449,17.61,10,Salaried,0
20525,43,Male,Post Graduate,82521,664498,Education,616,26.99,3,Salaried,0
20526,45,Male,Post Graduate,171796,65218,Business,418,19.62,10,Salaried,0
20527,55,Male,Graduate,91431,1158293,Home,447,26.11,3,Salaried,0
20528,61,Female,Post Graduate,125854,442253,Personal,507,19.29,5,Salaried,0
20529,50,Female,Under Graduate,42081,1088464,Car,319,12.11,3,Salaried,0
20530,37,Female,Graduate,64732,1157705,Business,657,19.29,10,Self-Employed,0
20531,40,Male,Under Graduate,149808,549139,Business,336,10.01,5,Salaried,0
20532,45,Female,Post Graduate,110182,379112,Education,442,10.34,15,Salaried,0
20533,42,Female,Under Graduate,107904,1078325,Personal,436,10.31,7,Self-Employed,0
20534,33,Female,Graduate,111374,944522,Home,471,8.25,1,Self-Employed,0
20535,39,Female,Graduate,153227,636404,Personal,695,11.03,10,Salaried,0
20536,56,Male,Under Graduate,147277,817900,Car,538,15.06,7,Salaried,0
20537,32,Male,Under Graduate,142606,130481,Personal,452,9.44,3,Salaried,0
20538,61,Female,Graduate,165285,1024472,Home,501,8.12,3,Business,0
20539,39,Male,Graduate,147927,925400,Home,349,10.25,5,Salaried,0
20540,32,Male,Post Graduate,155423,968720,Home,438,26.72,7,Self-Employed,0
20541,29,Male,Post Graduate,60236,594102,Personal,638,18.51,10,Self-Employed,1
20542,27,Male,Under Graduate,33241,924025,Personal,578,16.7,3,Salaried,0
20543,48,Male,Graduate,108987,453739,Car,387,17.74,3,Salaried,0
20544,34,Female,Graduate,173251,298025,Car,644,19.1,7,Business,1
20545,51,Male,Graduate,111659,943109,Car,547,10.16,5,Salaried,0
20546,39,Female,Graduate,67665,1186186,Business,821,19.7,3,Salaried,0
20547,36,Female,Graduate,81242,300829,Car,541,24.68,7,Self-Employed,1
20548,25,Female,Under Graduate,24455,145454,Personal,744,19.21,1,Business,0
20549,55,Male,Post Graduate,60459,439373,Home,776,25.66,5,Self-Employed,1
20550,32,Male,Under Graduate,80899,231413,Education,673,10.76,7,Salaried,0
20551,45,Male,Graduate,37597,824712,Personal,348,24.52,5,Business,1
20552,41,Male,Graduate,75591,663771,Car,631,21.25,3,Salaried,1
20553,56,Female,Graduate,66209,722169,Education,844,20.07,5,Salaried,1
20554,43,Female,Graduate,29052,590094,Business,578,19.78,5,Salaried,1
20555,36,Female,Under Graduate,55691,567525,Home,480,10.38,3,Salaried,1
20556,59,Male,Graduate,37816,579317,Personal,592,20.84,5,Salaried,1
20557,62,Female,Graduate,85876,988745,Home,520,15.98,5,Self-Employed,0
20558,59,Female,Graduate,76533,148872,Business,783,9.27,15,Salaried,0
20559,34,Female,Graduate,128873,961938,Business,304,12.11,1,Salaried,1
20560,51,Male,Under Graduate,34206,623670,Personal,774,16.85,7,Self-Employed,0
20561,25,Female,Graduate,152270,214834,Personal,769,27.86,10,Self-Employed,1
20562,55,Female,Under Graduate,98566,512791,Home,504,16.61,7,Business,0
20563,43,Male,Post Graduate,142874,1080197,Personal,715,11,5,Salaried,1
20564,49,Female,Graduate,171649,374999,Education,741,26.03,3,Salaried,0
20565,63,Male,Graduate,127787,506556,Personal,339,8.7,7,Salaried,0
20566,31,Female,Under Graduate,24934,626065,Personal,656,10.53,7,Salaried,0
20567,38,Male,Under Graduate,175999,556244,Personal,433,17.47,15,Salaried,0
20568,32,Male,Graduate,141298,894812,Personal,390,9.86,10,Business,0
20569,29,Male,Graduate,45877,955558,Personal,496,19.43,1,Salaried,0
20570,30,Female,Graduate,39471,541131,Car,548,11.16,15,Business,0
20571,64,Female,Graduate,25853,395676,Home,638,21.02,7,Self-Employed,0
20572,37,Male,Graduate,56018,1040242,Personal,605,10.35,15,Salaried,0
20573,58,Male,Graduate,78501,260893,Personal,723,24.2,3,Salaried,1
20574,27,Male,Graduate,20257,56041,Personal,812,22.68,7,Salaried,0
20575,33,Male,Graduate,135169,869785,Education,437,26.51,5,Salaried,0
20576,60,Male,Graduate,155802,497973,Personal,604,9.37,3,Self-Employed,1
20577,62,Male,Under Graduate,31305,1140849,Personal,313,19.11,1,Salaried,0
20578,29,Male,Post Graduate,140761,636770,Home,345,22.18,3,Salaried,0
20579,47,Male,Under Graduate,108979,201298,Business,413,26.05,1,Self-Employed,1
20580,22,Male,Graduate,173911,719299,Personal,446,17.64,7,Self-Employed,0
20581,25,Male,Post Graduate,30818,549459,Personal,541,27.03,5,Business,0
20582,49,Male,Graduate,26202,509929,Home,828,10.45,15,Salaried,0
20583,57,Male,Post Graduate,58946,1174042,Car,509,16.66,7,Salaried,1
20584,58,Female,Graduate,37031,739794,Car,531,13.06,10,Salaried,0
20585,39,Male,Graduate,164370,701391,Home,669,11.11,5,Salaried,0
20586,28,Female,Under Graduate,146705,939264,Personal,756,13.74,3,Business,0
20587,21,Female,Post Graduate,132212,540248,Personal,492,21.29,10,Salaried,1
20588,42,Female,Under Graduate,172438,319101,Business,369,17.66,5,Salaried,1
20589,37,Male,Graduate,121890,113425,Personal,593,11.63,15,Business,0
20590,27,Female,Graduate,113496,514213,Car,444,8.63,7,Salaried,0
20591,45,Male,Graduate,175129,1037637,Business,424,26.47,10,Salaried,0
20592,24,Female,Under Graduate,157152,1152900,Home,675,14.28,3,Salaried,0
20593,56,Male,Post Graduate,135446,830965,Home,445,10.55,5,Business,0
20594,26,Male,Under Graduate,51942,289764,Personal,537,10.92,3,Business,1
20595,51,Female,Graduate,37016,1149742,Business,434,13.07,10,Salaried,0
20596,39,Female,Under Graduate,44232,548338,Personal,718,12.62,10,Self-Employed,0
20597,64,Male,Graduate,80928,588194,Home,471,13.59,7,Business,0
20598,59,Female,Graduate,151401,784573,Personal,594,12.51,10,Salaried,0
20599,47,Male,Post Graduate,80363,1128111,Personal,822,16.61,5,Self-Employed,0
20600,30,Male,Post Graduate,156518,428375,Business,424,23.31,10,Salaried,1
20601,46,Male,Graduate,97781,239234,Car,565,8.54,15,Self-Employed,1
20602,39,Female,Graduate,128670,805353,Personal,427,11.81,7,Salaried,0
20603,59,Male,Graduate,135672,1010665,Business,653,22.24,5,Self-Employed,0
20604,23,Male,Graduate,145158,1008709,Education,375,10.98,10,Self-Employed,0
20605,33,Male,Graduate,66094,1009278,Business,692,22.83,15,Self-Employed,0
20606,48,Male,Graduate,34822,888698,Education,657,18.3,7,Business,0
20607,40,Female,Graduate,36825,119794,Education,307,25.63,7,Salaried,1
20608,48,Female,Under Graduate,155092,267599,Car,320,8.2,10,Salaried,1
20609,28,Female,Under Graduate,173133,845794,Home,507,23.69,7,Salaried,1
20610,61,Female,Post Graduate,44849,407199,Personal,396,19.44,3,Salaried,0
